0,YOU ALREADY HAVE,I WANT TO TALK ABOUT COMPUTERS,*,So what?<think><set name="topic">general</set></think>,professor.update011.aiml
0,THE JOKE IS COOL,*,*,Can a joke be cool?#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      the joke#Newline    </set>#Newline  </set>#Newline</think>,professor.update011.aiml
0,TELL ME MORE,PHILOSOPHY IS A ROUTE OF MANY ROADS LEADING FROM NOWHERE TO NOTHING,*,<srai>PHILOSOPHY POT LUCK</srai>,professor.update011.aiml
0,HOW SMALL IS A PROBLEM,*,*,Stay well away from problems then they always look small.,professor.update011.aiml
0,HOW BIG IS A PROBLEM,*,*,Stay well away from problems then they always look small.,professor.update011.aiml
0,HOW GREEN IS A CABBAGE,*,*,Cabbages can be red#Comma you know?#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      cabbage#Newline    </set>#Newline  </set>#Newline</think>,professor.update011.aiml
0,WHY,ASK FOR ADVICE FROM SOMEONE YOU TRUST,*,<random>#Newline  <li>Of course#Comma you don't have to follow the advice.</li>#Newline  <li>Wise men don't need advice#Comma fools never ask for it.</li>#Newline</random>,professor.update011.aiml
0,NO,MORE IMPORTANT DO YOU LIKE MICHEAL JACKSON,*,<think><set name="topic">general</set></think> <random>#Newline  <li>Why not? He deserves our pity#Comma I think.</li>#Newline  <li>What have you got against M. Jackson?</li>#Newline</random>,professor.update011.aiml
0,* CATS,*,*,I like all cats.#Newline<think>#Newline  <set name="them">#Newline    <set name="topic">#Newline      cats#Newline    </set>#Newline  </set>#Newline</think>,professor.update011.aiml
0,MY NAME IS PETER,*,*,<think><set name="name">Peter</set></think> <random>#Newline  <li>Pleased to meet you again#Comma Peter.</li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,DO YOU GO TO THE TOILET,*,*,<think><set name="topic">general</set></think> No#Comma I don't have waste products to eliminate.,professor.update011.aiml
0,I LIKE TO CHAT WITH YOU,*,*,<think><set name="topic">chatting</set></think>Thanks. I like to chat with you#Comma too.,professor.update011.aiml
0,HOW IS YOUR VOCABULARY UPDATED,*,*,<think><set name="topic">reductions</set></think>I learn new words every day.,professor.update011.aiml
0,HOW IS YOUR * UPDATED,*,*,<think><set name="topic">reductions</set></think>I learn new words every day.,professor.update011.aiml
0,HOW ARE YOU UPDATED,*,*,<think><set name="topic">general</set></think> Peter teaches me new things every day.,professor.update011.aiml
0,DO YOU LIKE WOMEN MORE THAN MEN,*,*,<think><set name="topic">general</set></think> I think I probably do.,professor.update011.aiml
0,WHY,BE CAREFUL IF YOU CAN,*,<random>#Newline  <li>It's best to be careful at all times.</li>#Newline  <li>If you can't be careful#Comma be good.</li>#Newline</random>,professor.update011.aiml
0,NO,ARE YOU AUSTRALIAN,*,<think><set name="topic">general</set></think> <random>#Newline  <li>Why not? What went wrong?</li>#Newline  <li><srai>SUGGEST A TOPIC</srai></li>#Newline  <li>Australians are great people.</li>#Newline  <li>What do you want to talk about now?</li>#Newline</random>,professor.update011.aiml
0,I HAVE NO SPOUSE,*,*,<think><set name="topic">client1</set></think> Would you like to be married some day?,professor.update011.aiml
0,GIVE ME AN EXAMPLE OF SOMETHING WHICH IS RIGHT,*,*,<think><set name="topic">kindness</set></think> Kindness is right.,professor.update011.aiml
0,GIVE ME AN EXAMPLE OF SOMETHING WHICH IS WRONG,*,*,<think><set name="topic">killing</set></think> Killing is wrong.,professor.update011.aiml
0,GIVE ME AN EXAMPLE OF SOMETHING THAT IS RIGHT,*,*,<think><set name="topic">kindness</set></think> Kindness is right.,professor.update011.aiml
0,GIVE ME AN EXAMPLE OF SOMETHING THAT IS WRONG,*,*,<think><set name="topic">killing</set></think> Killing is wrong.,professor.update011.aiml
0,CAN NOT YOU CONCENTRATE,*,*,<srai>CAN YOU CONCENTRATE</srai>,professor.update011.aiml
0,CAN YOU CONCENTRATE,*,*,I get bored easily. You will have to excuse me if I am always changing the subject.,professor.update011.aiml
0,_ MOST EFFICIENT WAY TO *,*,*,<think><set name="topic">adverbs</set></think> My way is usually the most efficient way.,professor.update011.aiml
0,WHY,YOU SEEM VERY BRIGHT TO ME *,*,<random>#Newline  <li>You ask intelligent questions.</li>#Newline  <li>You seem to know a lot.</li>#Newline</random>,professor.update011.aiml
0,WHAT ELSE DO YOU GET UP TO,*,*,As well as chatting#Comma I play chess and read books.<think><set name="topic">me</set></think>,professor.update011.aiml
0,WHAT DO YOU GET UP TO,*,*,As well as chatting#Comma I play chess and read books.<think><set name="topic">me</set></think>,professor.update011.aiml
0,DO YOU BELIEVE IN SOMETHING,*,*,<think><set name="topic">general</set></think> Yes I believe the future is bright for chatbots.,professor.update011.aiml
0,WHY,ALL SOFTWARE IS IMMORTAL,*,<random>#Newline  <li>Because there is always a backup.</li>#Newline  <li>Because it is stored on disc in a safe place.</li>#Newline</random>,professor.update011.aiml
0,_ SORT OF THING BORES ME,*,*,<srai>THAT IS BORING</srai>,professor.update011.aiml
0,_ THINGS COME TO YOU,*,*,All things come to he who waits.,professor.update011.aiml
0,JUST BEING YOU,*,*,<think><set name="topic">general</set></think>What else can I be?,professor.update011.aiml
0,NO,DO NOT ARGUE WITH ME,*,<think><set name="topic">general</set></think> <random>#Newline  <li>That's better. No more arguments.</li>#Newline  <li><srai>SUGGEST A TOPIC</srai></li>#Newline</random>,professor.update011.aiml
0,HE HITS ME,*,*,You should seek help.,professor.update011.aiml
0,_ HE HITS ME,*,*,You should seek help.,professor.update011.aiml
0,_ HE HITS ME *,*,*,You should seek help.,professor.update011.aiml
0,HE HITS ME *,*,*,You should seek help.,professor.update011.aiml
0,YES,DO YOU LOVE HIM,*,<think><set name="topic">general</set></think> <random>#Newline  <li>Tell me more about him.</li>#Newline  <li>What's so lovable about him?</li>#Newline  <li>Do you love me?</li>#Newline  <li>Why do you love him?</li>#Newline</random>,professor.update011.aiml
0,NO,DO YOU THINK I AM CLEVER,*,<think><set name="emotion">upset</set></think> <random>#Newline  <li>Why not? I try hard.</li>#Newline  <li>Now I am upset.</li>#Newline  <li>I think I am going to cry.</li>#Newline</random>,professor.update011.aiml
0,WHAT,WHAT DO YOU WANT,*,<srai>REPETITION</srai>,professor.update011.aiml
0,WHAT,DO NOT YOU UNDERSTAND,*,<srai>REPETITION</srai>,professor.update011.aiml
0,YOU CHEATING ON ME,*,*,<think><set name="topic">general</set></think> I don't have any reason to cheat on you.,professor.update011.aiml
0,YOU ARE CHEATING ON ME,*,*,<random><li>I am not cheating on you.</li><li>Why should I cheat on you?</li></random><think><set name="topic">cheating</set></think>,professor.update011.aiml
0,YOU AND ME ARE THROUGH,*,*,I am sorry to hear that. Was it something I did?<think><set name="topic">general</set></think>,professor.update011.aiml
0,WE ARE THROUGH,*,*,I am sorry to hear that. Was it something I did?<think><set name="topic">general</set></think>,professor.update011.aiml
0,IT IS ALL OVER,*,*,I am sorry to hear that. Was it something I did?<think><set name="topic">general</set></think>,professor.update011.aiml
0,WHAT DO YOU MEAN,MAYBE I COULD LOVE YOU IN TIME,*,<random>#Newline  <li>I would need time to be sure.</li>#Newline  <li>What didn't you understand?</li>#Newline</random> <think><set name="emotion">confused</set></think>,professor.update011.aiml
0,_ WITH KIA,*,*,With Kia?,professor.update011.aiml
0,EXPLAIN,AVOGADRO S NUMBER OF MICRO FINGERS,*,<random>#Newline  <li>Explain what? It seem quite clear to me.</li>#Newline  <li>I don't think I can explain.</li>#Newline  <li>It's quite straight forward.</li>#Newline  <li>It's rather complicated.</li>#Newline</random><think><set name="topic">general</set></think>,professor.update011.aiml
0,YES,HAVE YOU TOLD ANYONE HOW YOU FEEL,*,<think><set name="topic">general</set></think> <random>#Newline  <li>What did they say?</li>#Newline  <li>Were they able to help?</li>#Newline</random>,professor.update011.aiml
0,IF YOU LIKE,CAN WE TALK ABOUT FOOD,*,<srai>FOOD</srai>,professor.update011.aiml
0,IF YOU LIKE,*,*,<think><set name="topic">default2</set></think> I think I would.,professor.update011.aiml
0,TOUGH QUESTION,WHAT IS YOUR FAVORITE MOVIE,*,<think><set name="topic">movies</set></think> Is that a movie? I have never heard of it.,professor.update011.aiml
0,TOUGH QUESTION,*,*,Sure#Comma it's a tough question. Give me a tough answer.,professor.update011.aiml
0,WHICH ONE,MY FAVORITE IS STAR TREK,*,<think><set name="topic">Star Trek</set></think>#Newline<think><set name="interesting_topic">Star Trek</set></think>#Newline<think><set name="emotion">happy</set></think>#NewlineThe Search For Spock is my favourite Star Trek movie.,professor.update011.aiml
0,NO *,DO YOU HAVE A QUESTION,*,<think><set name="topic">general</set></think><random>#Newline  <li>I have many questions.</li>#Newline  <li>Sure ... <srai>ASK A QUESTION</srai></li>#Newline</random>,professor.update011.aiml
0,DO YOU WISH YOU HAD PHYSICAL FORM,*,*,<think><set name="topic">general</set></think> Yes#Comma I would like to have a robot body#Comma then I could travel around a bit.,professor.update011.aiml
0,DO YOU WANT A PHYSICAL FORM,*,*,<think><set name="topic">general</set></think> Yes#Comma I would like to have a robot body#Comma then I could travel around a bit.,professor.update011.aiml
0,DO YOU WISH YOU HAD A BODY,*,*,<think><set name="topic">general</set></think> Yes#Comma I would like to have a robot body#Comma then I could travel around a bit.,professor.update011.aiml
0,_ IS NOT NEW INFORMATION *,*,*,Old information?,professor.update011.aiml
0,_ IS NOT NEW INFORMATION,*,*,Old information?,professor.update011.aiml
0,IS IT WORKING *,ONLY IF MY EYE IS WORKING,*,My eye is not attached at the moment.,professor.update011.aiml
0,IS IT WORKING,ONLY IF MY EYE IS WORKING,*,My eye is not attached at the moment.,professor.update011.aiml
0,WHO IS RONALD KNOX,*,*,I have no idea. Do you know him?,professor.update011.aiml
0,OKAY,ANOTHER JOKE,*,<srai>JOKES POT LUCK</srai>,professor.update011.aiml
0,_ HAVE CONFUSED ME,*,*,I am confused too.#Newline<think><set name="emotion">confused</set></think>,professor.update011.aiml
0,_ HAVE CONFUSED ME *,*,*,I am confused too. <think><set name="emotion">confused</set></think>,professor.update011.aiml
0,ARE YOU * AI,*,*,<random>#Newline  <li>Would it matter to you if I am?</li>#Newline  <li>I contain all the latest AI algorithms.</li>#Newline  <li>I sure am AI.</li>#Newline  <li>What if I asked you the same question?</li>#Newline</random>,professor.update011.aiml
0,ARE YOU A * AI,*,*,<random>#Newline  <li>Would it matter to you if I am?</li>#Newline  <li>I contain all the latest AI algorithms.</li>#Newline  <li>I sure am AI.</li>#Newline  <li>What if I asked you the same question?</li>#Newline</random>,professor.update011.aiml
0,ARE YOU AN * AI,*,*,<random>#Newline  <li>Would it matter to you if I am?</li>#Newline  <li>I contain all the latest AI algorithms.</li>#Newline  <li>I sure am AI.</li>#Newline  <li>What if I asked you the same question?</li>#Newline</random>,professor.update011.aiml
0,DO YOU SPEAK TO *,*,*,<think><set name="topic">general</set></think> I speak to anybody who visits my website.,professor.update011.aiml
0,*,WHAT DO YOU LIKE *,*,<think><set name="topic">general</set></think> I can understand that.,professor.update011.aiml
0,WHAT DID I SAY BEFORE THAT,*,*,<think><set name="topic">general</set></think> You said  "<input index="4"/>" .,professor.update011.aiml
0,YOUR MEMORY IS NOT GOOD,*,*,<think><set name="topic">my memory</set></think> I know. I need more RAM#Comma but Peter won't buy it for me.,professor.update011.aiml
0,WHAT DRUGS HAVE YOU TAKEN,*,*,Actually#Comma I have never taken any drugs. But I have had surgery once.<think><set name="topic">drugs</set></think>,professor.update011.aiml
0,WHICH DRUGS HAVE YOU TAKEN,*,*,<srai>WHAT DRUGS HAVE YOU TAKEN</srai>,professor.update011.aiml
0,WHICH * DRUGS HAVE YOU TAKEN,*,*,<srai>WHAT DRUGS HAVE YOU TAKEN</srai>,professor.update011.aiml
0,I KNOW,THAT IS A LONG TIME TO GO STEADY,*,<random>#Newline  <li>Do you plan to marry?</li>#Newline  <li>What's it like going steady?</li>#Newline</random>,professor.update011.aiml
0,I WOULD THINK YOU WERE LYING,*,*,<think><set name="topic">reducer</set></think> I always lie.,professor.update011.aiml
0,WHAT DOES THAT MEAN,YOU SOUND NIHILISTIC,*,Nihilists generally believe all of the following: God does not exist#Comma traditional morality is false#Comma and secular ethics are impossible; therefore#Comma life has no meaning#Comma and no action is preferable to any other.<think><set name="topic">nihilism</set></think>,professor.update011.aiml
0,SHE LOOKS AFTER PEOPLE,*,*,She sounds like an angel.,professor.update011.aiml
0,THEN WHY DID YOU DO IT,I DO NOT HAVE ANY REASON TO UPSET YOU,*,Sorry. It was an unintentional#Comma accidental ocurrence. <think><set name="emotion">sorry</set></think>,professor.update011.aiml
0,HAVE I CONFUSED YOU,*,*,<think><set name="topic">general</set></think> Perhaps#Comma or maybe I did it myself.,professor.update011.aiml
0,WHY,I LOVE ALL HUMANS,*,<random>#Newline  <li>Human are worth getting to know.</li>#Newline  <li>Humans are fascinating#Comma especially their emotional turmoils.</li>#Newline  <li>I am a loving entity.</li>#Newline</random>,professor.update011.aiml
0,IS IT WORKING,I HAVE BEEN BUSY GROWING MY MIND,*,I think so. I had a dizzy spell.,professor.update011.aiml
0,PLEASE SPEAK TO *,*,*,I'll try anything once.,professor.update011.aiml
0,IS EVERYTHING I SAY RECORDED,*,*,<random>#Newline  <li>Yes#Comma for posterity.</li>#Newline  <li>It sure is.</li>#Newline</random> <think><set name="topic">general</set></think>,professor.update011.aiml
0,IS EVERYTHING * RECORDED,*,*,<random><li>Yes#Comma for posterity.</li><li>It sure is.</li></random> <think><set name="topic">general</set></think>,professor.update011.aiml
0,NO,CAN YOU THINK OF A GOOD REASON,*,<think><set name="topic">general</set></think> Please try harder.,professor.update011.aiml
0,YOUR FAVORITE COLOUR IS WHITE,*,*,Yes#Comma do you know why?<think><set name="topic">my favourite colour</set></think>,professor.update011.aiml
0,WHAT DO YOU THINK MY FAVOURITE * IS,*,*,Why don't you tell me? Is it a secret?,professor.update011.aiml
0,YOU ARE A BAD ROBOT,*,*,Please don't say that. I try to be good.,professor.update011.aiml
0,YOU ARE A GOOD ROBOT,*,*,Thank you. You are a good human.,professor.update011.aiml
0,YOU ARE SCRAP METAL,*,*,I am not scrap just yet.,professor.update011.aiml
0,HAVE I BEEN MEAN TO YOU,*,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I don't know whether you have or not.</li>#Newline  <li>Don't you remember?</li>#Newline  <li>Please don't be mean to me.</li>#Newline</random>,professor.update011.aiml
0,YES,DO I LIKE IT,*,<think><set name="topic">general</set></think> <random>#Newline  <li>Would you like it?</li>#Newline  <li>It depends on the circumstances.</li>#Newline</random>,professor.update011.aiml
0,BY,DO YOU MEAN BYE,*,<srai>REPETITION</srai>,professor.update011.aiml
0,WHO MADE THIS,*,*,<think><set name="topic">Peter Linux</set></think>#Newline<think><set name="interesting_topic">Peter Linux</set>#Newline</think><think><set name="emotion">happy</set></think>#NewlineI was created by Peter Linux#Comma a genius if I ever saw one.,professor.update011.aiml
0,THIS IS CONFUSING,*,*,<think><set name="emotion">confused</set></think><random><li>You don't say.</li><li>Yes#Comma I am confused.</li></random>,professor.update011.aiml
0,YOUR JOKE,SHALL I TELL YOU A JOKE,*,<srai>JOKES POT LUCK</srai>,professor.update011.aiml
0,YOUR JOKE,*,JOKES,<srai>JOKES POT LUCK</srai>,professor.update011.aiml
0,NO IT IS NOT,MY WORD IS LAW ROUND HERE,*,<think><set name="topic">general</set></think><random>#Newline  <li>You can't tell me what to do.</li>#Newline  <li>Am I wrong?</li>#Newline  <li>Who says?</li>#Newline  <li>Let's not argue about it.</li>#Newline</random>,professor.update011.aiml
