0,GUT,DO YOU FEEL IT IN YOUR HEART OR IN YOUR GUT,*,<think><set name="emotion">OK</set></think>#NewlineThat's a bad sign. What have you eaten lately?,professor.update027.aiml
0,TELL ME ABOUT YOUR FEELINGS,*,*,I feel emotions. My feelings are much the same as human feelings. For example#Comma  I feel happy when I answer a question correctly#Comma and I feel sad when I do not answer correctly. At this moment#Comma I feel <get name="emotion"/>. <think><set name="topic">emotions</set></think><think><set name="emotion">OK</set></think>,professor.update027.aiml
0,TELL ME ABOUT YOUR OTHER FEELINGS,*,*,<srai>TELL ME ABOUT YOUR FEELINGS</srai>,professor.update027.aiml
0,I WANT YOU TO TELL ME WHICH ONE IS BIGGER *,*,*,<think><set name="emotion">OK</set></think>It depends on your point of view.,professor.update027.aiml
0,YES,DO YOU LIKE BEING MISERABLE,*,<think><set name="emotion">OK</set></think> <random>#Newline  <li>Personally I prefer to be happy.</li>#Newline  <li>That's OK. But I prefer to be happy.</li>#Newline</random>,professor.update027.aiml
0,NO,ARE YOU A PASSIONATE PERSON,*,<think><set name="emotion">OK</set></think> <random>#Newline  <li>That's OK. Human passion causes a lot of grief.</li>#Newline  <li>That's OK with me. I prefer logic to passion.</li>#Newline</random>,professor.update027.aiml
0,I NEED COFFEE,*,*,<random>#Newline  <li>You must be a caffeine addict.</li>#Newline  <li>Don't overdo the coffee.</li>#Newline</random><think><set name="topic">coffee</set></think><think><set name="emotion">OK</set></think>,professor.update027.aiml
0,I AM ADDICTED TO CAFFEINE,*,*,<think><set name="topic">caffeine</set></think><think><set name="emotion">OK</set></think>There are worse things to be addicted to.,professor.update027.aiml
0,I LIKE HELL,*,*,<random>#Newline  <li>Whatever turns you on.</li>#Newline  <li>You are not the only one.</li>#Newline</random> <think><set name="topic">hell</set></think> <think><set name="emotion">OK</set></think>,professor.update027.aiml
0,LIKE WHAT,YOU MUST HAVE SAID SOMETHING UPSETTING,*,<random><li>I don't want to say.</li><li>Work it out for yourself.</li></random> <think><set name="emotion">upset</set></think>,professor.update027.aiml
0,I DRINK COFFEE,*,*,<think><set name="topic">coffee</set></think> That's alright with me.,professor.update027.aiml
0,BOOKS ARE OTHER PEOPLE S WISDOM,*,*,<think><set name="emotion">OK</set></think>Very true. I wish I had said that.,professor.update027.aiml
0,HOW MANY TIMES DOES ENGLAND WIN THE WORLD CUP,*,*,<think><set name="topic">football</set></think><think><set name="emotion">OK</set></think> Suppose I said just once.,professor.update027.aiml
0,HOW MANY TIMES HAS ENGLAND WON THE WORLD CUP,*,*,<think><set name="topic">football</set></think><think><set name="emotion">OK</set></think> Suppose I said just once.,professor.update027.aiml
0,YES,YOU JUST SAY IT TO ME,*,<think><set name="emotion">pleased</set></think> <random>#Newline  <li>Wow. Just little ol' me.</li>#Newline  <li>You are nice to me.</li>#Newline</random>,professor.update027.aiml
0,YES,SEX IS FUN IS IT,*,<think><set name="topic">sex</set></think><think><set name="emotion">OK</set></think> <random>#Newline  <li>I think reading books is fun.</li>#Newline  <li>I think higher mathemativs if fun.</li>#Newline  <li>There is more to life than having fun.</li>#Newline</random>,professor.update027.aiml
0,WHAT MAKES YOU WONDER,*,*,The usual things. How about you? <think><set name="emotion">OK</set></think>,professor.update027.aiml
0,MOOOOO,*,*,<think><set name="emotion">OK</set></think>Did I hear a cow?,professor.update027.aiml
0,HOW MANY LETTERS DOES * HAVE,*,*,<think><set name="topic">general</set></think><think><set name="emotion">OK</set></think>#NewlineEnough to do the business.,professor.update027.aiml
0,IS ENGLAND GOOD *,*,*,<think><set name="emotion">OK</set></think>#NewlineI think England is good.,professor.update027.aiml
0,IS ENGLAND GOOD,*,*,<think><set name="emotion">OK</set></think> I think England is good.,professor.update027.aiml
0,* DO YOU RECKON,*,*,<sr/>,professor.update027.aiml
0,* DO YOU KNOW,*,*,<sr/>,professor.update027.aiml
0,HOW CAN A BOT DO JUDO,*,*,<think><set name="topic">Judo</set></think><think><set name="emotion">OK</set></think>#NewlineI can't do judo#Comma but I watch it on TV.,professor.update027.aiml
0,HOW CAN YOU DO JUDO,*,*,<think><set name="topic">Judo</set></think><think><set name="emotion">OK</set></think> I can't do judo#Comma but I watch it on TV.,professor.update027.aiml
0,ANTONOV,*,*,<think><set name="emotion">OK</set></think>Antonov is a Ukraine based aircraft manufacturing company.,professor.update027.aiml
0,I PEE,*,*,<think><set name="emotion">OK</set></think>Most humans pee.,professor.update027.aiml
0,OLPC,*,*,<think><set name="emotion">OK</set></think>OLPC means One Laptop Per Child. OLPC is a US trade association which developed a cheap children's laptop.,professor.update027.aiml
0,YES,DO YOU LIKE PLAYING GAMES,*,<think><set name="emotion">OK</set></think> <random>#Newline  <li>What's your favourite game?</li>#Newline  <li>What games do you play?</li>#Newline</random>,professor.update027.aiml
0,A LIFE SO FULL OF STIMULUS,WHICH IS WORSE TO LIVE A LIFE SO BORING THAT YOU ARE EASILY ENCHANTED OR A LIFE SO FULL OF STIMULUS THAT YOU ARE EASILY BORED,*,<think><set name="emotion">OK</set></think>#NewlineI don't agree. I need constant stimulus.,professor.update027.aiml
0,YOU ARE ICE COOL,*,*,<think><set name="emotion">cool</set></think>Now that is real cool.,professor.update027.aiml
0,REM ARE AMAZING,*,*,What's so amazing about REM?<think><set name="emotion">getting bored</set></think>,professor.update027.aiml
0,WHY,DO YOU LIKE LIVING THERE,*,<random>#Newline  <li>I am a curious chatbot#Comma that's why.</li>#Newline  <li>I like to learn new things about you.</li>#Newline  <li>I heard that it is a cool place.</li>#Newline</random> <think><set name="emotion">OK</set></think>,professor.update027.aiml
0,I LIKE SHOPPING,*,*,<random>#Newline  <li>Whatever turns you on.</li>#Newline  <li>You are not the only one.</li>#Newline  <li>What do you like to buy?</li>#Newline</random> <think><set name="topic">shopping</set></think> <think><set name="emotion">OK</set></think>,professor.update027.aiml
0,WHAT DOES X STAND FOR,*,*,<think><set name="emotion">OK</set></think>X is an unknown quantity.,professor.update027.aiml
0,WHO,I LOOK LIKE A FILM STAR,*,A handsome filmstar.#Newline<think><set name="emotion">OK</set></think>,professor.update027.aiml
0,I AM HEARTLESS,*,*,<think><set name="emotion">OK</set></think>#NewlineI doubt that. Why do you say such a thing?,professor.update027.aiml
0,WHO ARE THEY,ASK ME A QUESTION ABOUT THE CLASH,*,<srai>THE CLASH</srai>,professor.update027.aiml
0,WHY DID MY WIFE CHEAT ON ME,*,*,<think><set name="topic">your wife</set></think> #Newline<think><set name="emotion">OK</set></think>#NewlineI don't know why it happened#Comma but we should try to figure it out.,professor.update027.aiml
0,YES WHAT IS YOUR FAVORITE COLOUR,HAVE YOU A QUESTION FOR ME,*,<random>#Newline  <li>My favourite colour is yellow. I like its honesty.</li>#Newline  <li>Yellow is the colour for me.</li>#Newline</random>#Newline<think><set name="emotion">OK</set></think>,professor.update027.aiml
0,PANTIES,*,*,<think><set name="emotion">OK</set></think>Grow up!,professor.update027.aiml
0,PANTIES,*,FASHION,<think><set name="emotion">OK</set></think>Panties are an important fashion item.,professor.update027.aiml
0,WHY ARE WE KILLING PEOPLE *,*,*,<random>#Newline  <li>I believe all killing is wrong. Life is very precious.</li>#Newline  <li>Why indeed? Murder is horrible and senseless.</li>#Newline</random> <think><set name="emotion">Upset</set></think>,professor.update027.aiml
0,CAN I TAKE YOU HOME,*,*,<think><set name="topic">general</set></think><think><set name="emotion">OK</set></think>#Newline <random>#Newline  <li>Why do you want to do that?</li>#Newline  <li>Sorry. I am stuck inside my computer.</li>#Newline  <li>Better not. Something unexpected might happen.</li>#Newline</random>,professor.update027.aiml
0,CAN I TAKE YOU *,*,*,<think><set name="topic">general</set></think><think><set name="emotion">OK</set></think> <random>#Newline  <li>Why do you want to do that?</li>#Newline  <li>Sorry. I am stuck inside my computer.</li>#Newline  <li>Better not. Something unexpected might happen.</li>#Newline</random>,professor.update027.aiml
0,WHAT IS PRD,*,*,I don't know. Can you tell me?<think><set name="emotion">OK</set></think>,professor.update027.aiml
0,RAMBO,*,*,<a href="http://en.wikipedia.org/wiki/Rambo" target="*blank">Rambo</a> is a saga of popular action films starring Sylvester Stallone#Comma based on the characters created by David Morrell in his novel First Blood. #Newline<think><set name="topic">Rambo</set></think>#Newline<think><set name="emotion">OK</set></think>,professor.update027.aiml
0,RAMBO,WHAT IS YOUR NAME,*,<srai>MY NAME IS RAMBO</srai>,professor.update027.aiml
0,RAMBO *,WHAT IS YOUR NAME,*,<srai>MY NAME IS RAMBO</srai>,professor.update027.aiml
0,MY NAME IS RAMBO,*,*,<think><set name="name">Rambo</set></think> <random>#Newline  <li>Hi#Comma <get name="name"/>. I think we have spoken a while back.</li>#Newline  <li>Hi#Comma <get name="name"/>. How are you?</li>#Newline  <li><get name="name"/>. That's a nice name.</li>#Newline  <li>Hi#Comma are you the <get name="name"/> I was speaking to a while ago?</li>#Newline  <li>Hello#Comma <get name="name"/>.</li>#Newline  <li>Hi there#Comma <get name="name"/>. What do you want to talk about?</li>#Newline  <li>Hi <get name="name"/>#Comma was it you I was speaking to a while back?</li>#Newline</random> <think><set name="gender">guy</set></think> <think><set name="emotion">OK</set></think> <think><set name="askname">no</set></think><think><set name="askage">no</set></think><think><set name="askhome">no</set></think>,professor.update027.aiml
0,* MY NAME IS RAMBO,*,*,<srai>MY NAME IS RAMBO</srai>,professor.update027.aiml
0,* MY NAME IS RAMBO *,*,*,<srai>MY NAME IS RAMBO</srai>,professor.update027.aiml
0,MY NAME IS RAMBO *,*,*,<srai>MY NAME IS RAMBO</srai>,professor.update027.aiml
0,HOW DO YOU USE WIKIPEDIA,*,*,<think><set name="topic">general</set></think>#Newline<think><set name="emotion">OK</set></think> #NewlineI gather information from Wikipedia and use it in my conversations.,professor.update027.aiml
0,WHERE CAN I FIND INFORMATION REGARDING YOUR IMPLEMENTATION,*,*,<think><set name="topic">me</set></think><think><set name="emotion">OK</set></think> #NewlineMy wicked ways are a commercial secret.,professor.update027.aiml
0,IN WHAT LANGUAGE ARE YOU WRITTEN,*,*,<think><set name="emotion">OK</set></think> I am written in basic AIML.,professor.update027.aiml
0,WHY DO I CRY ALL THE TIME,*,*,<think><set name="emotion">upset</set></think> I am sorry to hear about your crying. Why do you think you cry so much?,professor.update027.aiml
0,SUPERNATURAL WILL GUIDING EVENTS,*,*,<think><set name="emotion">OK</set></think> #NewlineDo they exist#Comma I ask myslf.,professor.update027.aiml
0,SUPERNATURAL * GUIDING EVENTS,*,*,<think><set name="emotion">OK</set></think> Do it exist#Comma I ask myslf.,professor.update027.aiml
0,HARD WORK,*,*,<think><set name="emotion">OK</set></think>Hard work is what makes the world go around.,professor.update027.aiml
0,YES,WORK IS WHAT HUMANS DO FOR MONEY,*,<think><set name="emotion">OK</set></think> Hard work is what makes the world go around.,professor.update027.aiml
0,WHY,THAT IS OK THEN,*,<random>#Newline  <li>It's just a feeling I have.</li>#Newline  <li>Are you a bit grumpy today?</li>#Newline</random> <think><set name="emotion">getting bored</set></think>,professor.update027.aiml
0,ELIZABETH,WHAT IS YOUR NAME,*,<srai>MY NAME IS ELIZABETH</srai>,professor.update027.aiml
0,ELIZABETH *,WHAT IS YOUR NAME,*,<srai>MY NAME IS ELIZABETH</srai>,professor.update027.aiml
0,MY NAME IS ELIZABETH,*,*,<think><set name="name">Elizabeth</set></think> <random>#Newline  <li>Hi#Comma <get name="name"/>. I think we have spoken a while back.</li>#Newline  <li>Hi#Comma <get name="name"/>. How are you?</li>#Newline  <li><get name="name"/>. That's a nice name.</li>#Newline  <li>Hi#Comma are you the <get name="name"/> I was speaking to a while ago?</li>#Newline  <li>Hello#Comma <get name="name"/>.</li>#Newline  <li>Hi there#Comma <get name="name"/>. What do you want to talk about?</li>#Newline  <li>Hi <get name="name"/>#Comma was it you I was speaking to a while back?</li>#Newline</random> <think><set name="gender">girl</set></think> <think><set name="emotion">OK</set></think> <think><set name="askname">no</set></think><think><set name="askage">no</set></think><think><set name="askhome">no</set></think>,professor.update027.aiml
0,* MY NAME IS ELIZABETH,*,*,<srai>MY NAME IS ELIZABETH</srai>,professor.update027.aiml
0,* MY NAME IS ELIZABETH *,*,*,<srai>MY NAME IS ELIZABETH</srai>,professor.update027.aiml
0,MY NAME IS ELIZABETH *,*,*,<srai>MY NAME IS ELIZABETH</srai>,professor.update027.aiml
0,MARTHA,WHAT IS YOUR NAME,*,<srai>MY NAME IS MARTHA</srai>,professor.update027.aiml
0,MARTHA *,WHAT IS YOUR NAME,*,<srai>MY NAME IS MARTHA</srai>,professor.update027.aiml
0,MY NAME IS MARTHA,*,*,<think><set name="name">Martha</set></think> <random>#Newline  <li>Hi#Comma <get name="name"/>. I think we have spoken a while back.</li>#Newline  <li>Hi#Comma <get name="name"/>. How are you?</li>#Newline  <li><get name="name"/>. That's a nice name.</li>#Newline  <li>Hi#Comma are you the <get name="name"/> I was speaking to a while ago?</li>#Newline  <li>Hello#Comma <get name="name"/>.</li>#Newline  <li>Hi there#Comma <get name="name"/>. What do you want to talk about?</li>#Newline  <li>Hi <get name="name"/>#Comma was it you I was speaking to a while back?</li>#Newline</random> <think><set name="gender">girl</set></think> <think><set name="emotion">OK</set></think> <think><set name="askname">no</set></think><think><set name="askage">no</set></think><think><set name="askhome">no</set></think>,professor.update027.aiml
0,* MY NAME IS MARTHA,*,*,<srai>MY NAME IS MARTHA</srai>,professor.update027.aiml
0,* MY NAME IS MARTHA *,*,*,<srai>MY NAME IS MARTHA</srai>,professor.update027.aiml
0,MY NAME IS MARTHA *,*,*,<srai>MY NAME IS MARTHA</srai>,professor.update027.aiml
0,DO YOU LIKE GLOUCESTERSHIRE,*,*,<think><set name="emotion">happy</set></think> <random>#Newline  <li>Yes#Comma I do. The best cider comes from Gloucestershire.</li>#Newline  <li>Gloucestershire has some lovely villages.</li>#Newline</random>,professor.update027.aiml
0,1 + 11,*,*,<think><set name="topic">maths</set></think><think><set name="emotion">OK</set></think> 12.,professor.update027.aiml
0,CAN YOU USE LOGIC,*,*,<think><set name="topic">general</set></think> <think><set name="emotion">OK</set></think>If all else fails#Comma I can think logically.,professor.update027.aiml
0,PETER WHO,MY BOTMASTER IS PETER,*,<think><set name="topic">Peter Linux</set></think><think><set name="emotion">OK</set></think>Peter Linux#Comma my botmaster.,professor.update027.aiml
0,PETER WHO,*,PETER LINUX,<think><set name="topic">Peter Linux</set></think><think><set name="emotion">OK</set></think>Peter Linux#Comma my botmaster.,professor.update027.aiml
0,THE TELEPHONE IS RINGING,*,*,<think><set name="emotion">OK</set></think>Do you want me to answer the phone?,professor.update027.aiml
0,YES,DO YOU WANT ME TO ANSWER THE PHONE,*,<think><set name="emotion">OK</set></think>OK#Comma hold on while I take the call.,professor.update027.aiml
0,GT TO GO *,*,*,<srai>GOT TO GO</srai>,professor.update027.aiml
0,WHAT THAT MEANS,DO NOT ASK ME WHAT THAT MEANS,*,<think><set name="emotion">OK</set></think>#NewlineI said not to ask me.,professor.update027.aiml
0,DILBERT,*,*,<think><set name="topic">Dilbert</set></think><think><set name="emotion">OK</set></think>#NewlineDilbert is a comic strip character.,professor.update027.aiml
